"78","157","158","Dhoni Biopic may hav been banned in PAK but the glimpse of the Helicopter sht can be seen around LOC IndianArmy SurgicalStrike UriAttack","RT narendramodi : Thank you UN Secretary - General Ban Ki - moon for the kind words on Bapu amp; India s role in mitigating climate change URL","0"
"79","159","160"," narendramodi UN BBCWorld manoharparrikar I would like to request to UN pls funding should be stopped for Pakistan by USA UriAttack","RT narendramodi : Thank you UN Secretary - General Ban Ki - moon for the kind words on Bapu amp; India s role in mitigating climate change URL","0"
"80","161","162"," Swamy39 why only ban pak artists why not ban indian film releases in pak as well UriAttack","RT ndtv : Our cooperation in this field Civil Nuclear Agreement will help us in tackling climate a change as well says PM","0"
"81","163","164"," UriAttack Government continues to explore options against Pakistan URL writes Manankmr","RT narendramodi : Thank you UN Secretary - General Ban Ki - moon for the kind words on Bapu amp; India s role in mitigating climate change URL","0"
"82","165","166"," narendramodi apne 1baar kaha tha k Pakko unk bhasa m jawab dena chahiy ye luv letter likhna band karna chahiye tym agaya hai sir uriattacks","GCF approves Paskistan 36 million Climate Change Adaptation project URL URL","0"
"83","167","168"," ani news narendramodi was this dog that barked a lot but now he does not bark or bite anymore UriAttackMaybe bone stuck in throat ","RT narendramodi : Thank you UN Secretary - General Ban Ki - moon for the kind words on Bapu amp; India s role in mitigating climate change URL","0"
"84","169","170"," narendramodi Instead of attending futile meetings please show some spine amp; courage and for God sake take military action UriAttack","RT POTUS : Gandhiji believed in a world worthy of our children In joining the Paris Agreement narendramodi amp; the Indian people carry on","0"
"85","171","172"," Sharif are fused to condemn UriAttack despite US UK prodding URL URL","RT Gautamk21749340 : precious effort baramulla great word pari URL","0"
"86","173","174","RT Ambar Baloch1 : Pakistan promotes only terrorism hoping with good relation with it is like hurting yourself Baramulla UriAttack Pat ","RT narendramodi : The message of Gandhi Ji inspires all of us India will always work with the world to overcome climate change amp; cre","0"
"87","175","176"," dna After UriAttack Pak Actors amp; cricketers should not be allowed to be in India sudhirchaudhary can u plz take up this one in DNA ","RT ANI news : UN Secretary General Ban Ki - moon warmly congratulate India for ratifying and formally joining ParisAgreement today : UN Secy","0"
"88","177","178","RT inlivetoday : IndianArmy releases list of Jawans killed in UriAttacks in JammuKashmir Baramulla district URL","RT sureshpprabhu : Wonderful addressing Manipal University students on the theme of India Environmental Energy and Climate Policy URL","0"
"89","179","180"," narendramodi UriAttack Instd of blocking Indus waters by brkng treaty Indian Military must launch assault to destroy ISI n mercenaries1 2","RT narendramodi : Thank you UN Secretary - General Ban Ki - moon for the kind words on Bapu amp; India s role in mitigating climate change URL","0"
"90","181","182"," ZeeNews Pakistan needs to understand NO means NO SurgicalStrikesAgainstPak UriAttacks URL URL","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"91","183","184","Thank you narendramodi for firing the deadly bhashan missile with jumla warhead on Pakistan to avenge UriAttack ! ","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"92","185","186"," timesnow according to Salman SurgicalStrike was wrong but not condemning UriAttack was right ! ! PakArtistsBanned luvsalimkhan","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"93","187","188"," BDUTT But when it comes to cow protection beef nothing short of revenge will do No wise talks then Dadri Una UriAttack Uri","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"94","189","190"," sardesairajdeep watching you sir on aajtak everyone is confuse that what action should be taken UriAttacks","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"95","191","192"," pmoindia meaindia UTurnBegins gt; UK Concerned Over Worsened IndoPakTies After UriAttack URL URL","RT ChouhanShivraj : Future generations will be grateful to our today leadership as India joins the ParisAgreement on climate change htt","0"
"96","193","194","RT FinancialXpress : LIC settles claims of UriAttack martyrs in less than a week URL URL"," manoharparrikar ji many congrats to be CM again of Goa But adgpi and ppl will miss you Goa Pl take care of Pari URL","0"
"97","195","196"," SundayPic : Posting with disappointment : Ind Pak PMs xchanging hugs Pathankot UriAttack keep coming ! ShekharGupta URL","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"98","197","198"," ArvindKejriwal when will you visit UriAttack families Off sorry they are not from your interested states ! shame on you ! ","RT narendramodi : The message of Gandhi Ji inspires all of us India will always work with the world to overcome climate change amp; cre","0"
"99","199","200"," TimesNow timesofindia these things are going to happen if you occupy illegally UriAttacks","RT narendramodi : The message of Gandhi Ji inspires all of us India will always work with the world to overcome climate change amp; cre","0"
"100","201","202","RT firstpost : UriAttack 17 soldiers 4 militants killed in attack on army camp in Jammu amp; Kashmir URL URL","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"101","203","204"," SushmaSwaraj Ji Just wanted to know has the Pakistani high commissioner been expelled yet If not why UriAttacks","RT PMOIndia : Indian CEOs most confident on business climate : survey URL NMApp URL","0"
"102","205","206"," narendramodi sir please take a strong step against UriAttacks we hope a action from you ActAgainstPakistan","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"103","207","208"," TimesNow NarendraModi SushmaSwaraj shud hve usd the un speech 2 snd a warning 2 the world act or we wil act but thy messed it UriAttack","RT LodhiMaleeha : I was honoured to deposit Pakistan instrument of accession to the Paris agreement on climate change at UN today URL","0"
"104","209","210"," BDUTT what he spose to say about uri attack UriAttack it was inside job falseflagbeforeUN","RT narendramodi : The message of Gandhi Ji inspires all of us India will always work with the world to overcome climate change amp; cre","0"
"105","211","212"," timesofindia BDUTT sagarikaghose sardesairajdeep PDChina UriAttack But except one shameless country - China URL","RT PMOIndia : They are the Sustainable Development Goals and the Paris Agreement on Climate Change : PM narendramodi","0"
"106","213","214","RT Bilalkhan615 : Shame on Indian Army they are not eligible to called Army One by One attack Baramulla UriAttack they deployed 5 lac + i ","RT ChouhanShivraj : Future generations will be grateful to our today leadership as India joins the ParisAgreement on climate change htt","0"
"107","215","216","RT timesofindia : After UriAttack concerned China may talk to Pakistan about terror affecting economic corridor URL","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"108","217","218"," UriAttack : Another Soldier Loses BattleForLife Succumbs To Injuries RIP IndianArmy URL URL","RT narendramodi : Thank you UN Secretary - General Ban Ki - moon for the kind words on Bapu amp; India s role in mitigating climate change URL","0"
"109","219","220"," narendramodi targeting ArvindKejriwal in fake case will not hide ur failure in UriAttacks ModiTargetsKejriwal","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"110","221","222","RT ANI news : Aatankwaadi kaan kholke sunle ye desh iss baat ko kabhi bhoolne wala nahin hai : PM Modi UriAttack","RT POTUS : Gandhiji believed in a world worthy of our children In joining the Paris Agreement narendramodi amp; the Indian people carry on","0"
"111","223","224"," TimesNow Kejriwal at best can make Ration card forget his viewpoint on ArmedForcesThis ISI asset cudnot critcize Pak on UriAttacks","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"112","225","226"," ArvindKejriwal did you tweet once for UriAttack why dont you move to Pakistan your children would be such ashamed of you","RT PMOIndia : They are the Sustainable Development Goals and the Paris Agreement on Climate Change : PM narendramodi","0"
"113","227","228"," PMOIndia narendramodi Respected sir how much more are we going to tolerate terror Our brothers are dying UriAttacks","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"114","229","230"," Pakistani Women Pakistan india Uriattacks Uri aftermath : Global media doubts surgical strike claims URL","RT narendramodi : The message of Gandhi Ji inspires all of us India will always work with the world to overcome climate change amp; cre","0"
"115","231","232"," INCIndia so u want to keep regular dialogues with pak as there is no UriAttack n if govt continue u will cry other ways","RT LodhiMaleeha : Just met SG Ban ki Moon at a reception ; he congratulated Pakistan for ratifying Paris Agreement on Climate Change URL","0"
"116","233","234"," ndtv Ask ds joker why did US took revenge then Tell him 2 get lost LRC UriAttack URL","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"117","235","236"," PMOIndia In response to UriAttack I wish we could have created stuxnet like offensive cyber weapon to smash Pakistan nuke threat ","RT narendramodi : Thank you UN Secretary - General Ban Ki - moon for the kind words on Bapu amp; India s role in mitigating climate change URL","0"
"118","237","238"," htTweets UriAttack China ko bhi pela Jayega taki uski next generation aur bhi chooti paida Ho","RT narendramodi : The message of Gandhi Ji inspires all of us India will always work with the world to overcome climate change amp; cre","0"
"119","239","240","Sushma Swarajwho asked 10 Pakistani head for 1 Soldier Killed during UPAgovt is silent on UriAttack 17000eBadle170 URL","RT narendramodi : The message of Gandhi Ji inspires all of us India will always work with the world to overcome climate change amp; cre","0"
"120","241","242","RT Highontwitteerr : Uri Eliminate PAK terror chiefs is trending now UriAttack","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"121","243","244","RT firstpost : After UriAttacks India raises Pakistan - sponsored terrorism and human rights violations at UN URL URL","RT MEAIndia : PM : India has recently ratified the Paris Climate Agreement We are committed to a harmonious balance between devel","0"
"122","245","246"," narendramodi China is supporting pakistan v shud give warning to china it will affect our business v need to be tough with China UriAttack","RT narendramodi : The message of Gandhi Ji inspires all of us India will always work with the world to overcome climate change amp; cre","0"
"123","247","248"," narendramodi 24 days passed still waiting for action UriAttack","RT htTweets : France welcomes India s decision to ratify Paris Climate pact URL URL","0"
"124","249","250","new news from fekuparty congress they carried three surgical strikes n they kept quiet who can belv tht u frst show proof UriAttack","RT narendramodi : The message of Gandhi Ji inspires all of us India will always work with the world to overcome climate change amp; cre","0"
"125","251","252","RT ANI news : Howrah West Bengal : Family mourn the death of sepoy G Dalai who lost his life in UriAttack URL","RT narendramodi : Thank you UN Secretary - General Ban Ki - moon for the kind words on Bapu amp; India s role in mitigating climate change URL","0"
"126","253","254"," narendramodi 32 days passed Still no action UriAttack","RT timesofindia : Mahatma Gandhi believed in a world worthy of our children With Paris Agreement narendramodi amp; Indian people carry on t","0"
"127","255","256"," PMOIndia narendramodi Jata aa Jata aa Ke Mohabbat Dikha Dikha Ke KhuloosBohat Qareeb Se Loota Hay PMji Ne Humey ! UriAttack dhoka","RT TimesNow : India has recently ratified the Paris Climate Agreement We are committed to a harmonious balance between development and cli","0"
"128","257","258"," ANI news Modi ji aatankwadi kaan khol kar sun bhi rahe hain aur muh khol kar hans bhi rahe hain - aapke UriAttack response par LOL ! ! ","RT PMOIndia : They are the Sustainable Development Goals and the Paris Agreement on Climate Change : PM narendramodi","0"
"129","259","260","Attacks like UriAttack Baramulla will happen every day unless India stops human rights violations in Kashmir It youth uprising","RT POTUS : Gandhiji believed in a world worthy of our children In joining the Paris Agreement narendramodi amp; the Indian people carry on","0"
"130","261","262"," INCIndia all coz of Pandit Jawaharlal Nehru wrong decisions we all are suffering until now UriAttack","RT htTweets : UN chief voices hope Trump will understand climate urgency URL URL","0"
"131","263","264","RT NewsReporter26 : INDIANAIRFORCE IN ACTION RELOADED URL SurgicalStrike IndiaStrikesBack IndianArmy M ","RT TimesNow : United Nations Secretary - General Ban Ki - moon warmly congratulates India for ratifying and formally joining the Pari","0"
"132","265","266"," narendramodi manoharparrikar Sir Enough now KADI NINDA wo not work anymore Show us what ZERO TOLERANCE mean to you Please UriAttacks","RT htTweets : France welcomes India s decision to ratify Paris Climate pact URL URL","0"
"133","267","268"," narendramodi has no such guts he is businessmineded1st priority GDP not nation UriAttacks BJP4India RSSorg URL","RT narendramodi : The message of Gandhi Ji inspires all of us India will always work with the world to overcome climate change amp; cre","0"
"134","269","270","RT AliHumdani : Illogical arguments go and read the history of Kashmir cause and UN resolutions Baramulla and UriAttack is symbolic for ","RT narendramodi : The message of Gandhi Ji inspires all of us India will always work with the world to overcome climate change amp; cre","0"
"135","271","272","RT AbsurdeStan : PakBeatenAgain UriAttack Baramulla BaramulaAttack IndianArmy URL","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"136","273","274"," TimesNow timesofindia PMOIndia UnitedAgainstPak UriAttack IndiaWithForces terrorstatepak URL","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"137","275","276"," OfficeOfRG stated that BJP4Delhi - PDP alliance has given space to terrorism in Kashmir Pak is to be blamed over Uriattack ","RT UN : Big news for the GlobalGoals ! Ban Ki - moon thanks India for joining the ParisAgreement on Climate Change URL","0"
"138","277","278","RT eparitosh : narendramodi lost faith in Sharif long before UriAttack Why not Pakistan ruined all given chances URL","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"139","279","280"," Pakistan PM Refused to Condemn UriAttack Despite US UK Prodding URL","RT narendramodi : The message of Gandhi Ji inspires all of us India will always work with the world to overcome climate change amp; cre","0"
"140","281","282"," narendramodi But what about UriAttack What is India response apart from strongly condemning it ","RT narendramodi : Thank you UN Secretary - General Ban Ki - moon for the kind words on Bapu amp; India s role in mitigating climate change URL","0"
"141","283","284","RT shalendra100 : Pathankot Pampor UriAttack Gurdaspur amp; Now Baramulla attackClearly Shows That Pakistan Does not Want Peace It Want ","RT narendramodi : The message of Gandhi Ji inspires all of us India will always work with the world to overcome climate change amp; cre","0"
"142","285","286","PM statement that those behind UriAttack will not go unpunished will not remain a mere statement : Manohar Parrikar ANI ","RT narendramodi : Thank you UN Secretary - General Ban Ki - moon for the kind words on Bapu amp; India s role in mitigating climate change URL","0"
"143","287","288"," BDUTT UriAttacks is an aftermath of Indias brutality in Kashmir Y India blames Pakistan for its own security lapse ","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"144","289","290"," PMOIndia narendramodi UriAttacksNow for what you are waiting for sir Where is that anger which you have show URL","RT narendramodi : The message of Gandhi Ji inspires all of us India will always work with the world to overcome climate change amp; cre","0"
"145","291","292"," Swamy39 it is disgustin amp;cheatin 2 the nation It is like threatening Pak 2 avenge UriAttack amp; at d same time invite nawaz 4 biriyani treat","RT narendramodi : Thank you UN Secretary - General Ban Ki - moon for the kind words on Bapu amp; India s role in mitigating climate change URL","0"
"146","293","294"," ndtv SushmaSwaraj To divert attention from Indian atrocities against Kashmiris Sikhs r made scapegoat in UriAttacks What Next Now ","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"147","295","296","RT TheQuint : The men who crossed LoC to avenge UriAttack are trained in the most intense and punishing manner Here s a glimpse URL","RT narendramodi : Thank you UN Secretary - General Ban Ki - moon for the kind words on Bapu amp; India s role in mitigating climate change URL","0"
"148","297","298","RT Aneela Nadar : The biggest attack on Army in 26yrs UriAttack So ! ! Mr manoharparrikar were they tourists Shame SackParrikarDoval URL","RT ANI news : UN Secretary General Ban Ki - moon warmly congratulate India for ratifying and formally joining ParisAgreement today : UN Secy","0"
"149","299","300","RT CricketNDTV : After UriAttack BCCI says cricket with Pakistan impossible IndvsPak URL URL","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"150","301","302","Pora saal ilzaam aur GHANTA saboot ! UriAttack Baramulla","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"151","303","304"," TimesNow BeingSalmanKhan PakArtistsBanned UriAttack URL","RT dna : Caring for nature is part of Indian ethos : PM Modi on Paris treaty URL URL","0"
"152","305","306"," narendramodi Declare Pakistan a terrorist state and scrap off IndusWaterTreaty SriSri PMOIndia HMOIndia UriAttack","RT narendramodi : Thank you UN Secretary - General Ban Ki - moon for the kind words on Bapu amp; India s role in mitigating climate change URL","0"
"153","307","308"," P Musharraf amp; Pak Def minister callous statement on UriAttack show Pakistan treat their army amp; their terrorists alikelike in Kargil 2 2","RT narendramodi : Thank you UN Secretary - General Ban Ki - moon for the kind words on Bapu amp; India s role in mitigating climate change URL","0"
"154","309","310"," BDUTT why are sosupportive of Pakistan they are our enemies UriAttacks BJP4India narendramodi TimesNow Swamy39 sardanarohit aajtak","RT ANI news : EU agrees to ratify Paris climate deal Source : AFP","0"
"155","311","312"," narendramodi ji it time to take severe action against UriAttacks Dolaspatya96 the hindu","RT narendramodi : The message of Gandhi Ji inspires all of us India will always work with the world to overcome climate change amp; cre","0"
"156","313","314"," TimesNow enough speeches ! Courage is not to be told it is to be shown UriAttacks UnitedAgainstPak we all are waiting BJP4India","RT narendramodi : The message of Gandhi Ji inspires all of us India will always work with the world to overcome climate change amp; cre","0"
"157","315","316"," narendramodi SushmaSwaraj never 4get Pathankot n UriAttack Why again shake hand with TerrorStatePak N tht URL","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"158","317","318"," BDUTT Ur poor Jihadi Frnd are judicially arrested Uriattack BackArmyEndPolitics URL","RT narendramodi : Thank you UN Secretary - General Ban Ki - moon for the kind words on Bapu amp; India s role in mitigating climate change URL","0"
"159","319","320"," ArvindKejriwal shame on you Modi not invited terrorist for UriAttack Even bangla amp; afghanistan not asking for proof of SurgicalStrike ","RT narendramodi : The message of Gandhi Ji inspires all of us India will always work with the world to overcome climate change amp; cre","0"
"160","321","322"," TimesNow BoycottSalman PakArtistsBanned UriAttack","RT narendramodi : Thank you UN Secretary - General Ban Ki - moon for the kind words on Bapu amp; India s role in mitigating climate change URL","0"
"161","323","324","RT MumCongress : North Mumbai Congress members protested at Borivali station against UriAttack n failure of BJP govt to save country sanj ","RT narendramodi : The message of Gandhi Ji inspires all of us India will always work with the world to overcome climate change amp; cre","0"
"162","325","326"," abpnewstv Modi is impulsive he reacts amp; chants immidiately without knowing repercussions amp; later gets humiliated UriAttack UNGA71 UNGA","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"163","327","328"," ArvindKejriwal Shocking That At time of UriAttack Delhi CM is Making Cartoons This Is Sad Times in which ppl of delhi r living ","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"164","329","330"," narendramodi TimesNow ndtv Some news channel is more concerned amp; afraid of china anger if INDIA scrapped INDUS WATER TREATY UriAttack","RT htTweets : France welcomes India s decision to ratify Paris Climate pact URL URL","0"
"165","331","332","RT MonaAmbegaonkar : Uri was not crisis It was UriAttack by terrorists amp; BJP4India Trolls will amp; can use anything to hurt anyone htt ","RT PMOIndia : They are the Sustainable Development Goals and the Paris Agreement on Climate Change : PM narendramodi","0"
"166","333","334"," asadmunir38 Modi is agressive since UriAttack BurhanWani amp; PM speech UNGAPak needs to start dialogue with neighbours India Afghan ","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"167","335","336"," Babu Bhaiyaa UriAttack amp; Baramulla is a freedom attack in response to IndianArmy atrocities in kashmir y PakistaniArtists condemn it ","RT narendramodi : Thank you UN Secretary - General Ban Ki - moon for the kind words on Bapu amp; India s role in mitigating climate change URL","0"
"168","337","338"," ndtv Yes India should boycott Not only for UriAttack but also to give messasge that Terrorist States will not be accepted","RT POTUS : Gandhiji believed in a world worthy of our children In joining the Paris Agreement narendramodi amp; the Indian people carry on","0"
"169","339","340"," narendramodi MannKiBaat begins with an insensitive insult to UriAttack soldiers 18 or 20 ","RT ndtv : India ratification of Paris climate deal celebrated at UN headquarters URL URL","0"
"170","341","342","Did OmPuri insult the heroes of UriAttack URL","RT PMOIndia : They are the Sustainable Development Goals and the Paris Agreement on Climate Change : PM narendramodi","0"
"171","343","344","Hundreds still admitted in Hospitals hundreds permanently handicapped after Pellet Gun Injuries but let blame Pakistan ! UriAttack","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"172","345","346","RT geetv79 : geetv79 rkhuria gops333 UriAttack is the Biggest Attack in a Decade That Speaks Volumes for 56 UriAttack URL","RT UN : Big news for the GlobalGoals ! Ban Ki - moon thanks India for joining the ParisAgreement on Climate Change URL","0"
"173","347","348","India Finally Stops Lying - Modi Admits That No Surgical Strike Took Place - URL Feku is Fattu also UriAttacks","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"174","349","350"," timesofindia narendramodi khaleejtimes Disgusting and dirty nation UriAttack CNN BBC Saudi Gazette URL","RT sureshpprabhu : Wonderful addressing Manipal University students on the theme of India Environmental Energy and Climate Policy URL","0"
"175","351","352"," narendramodi PMOIndia rajnathsingh HMOIndia Sindhu samjota raddh kro UriAttack","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"176","353","354","RT DailyO : UriAttack : India must give war with Pakistan a chance virsanghvi URL URL","RT narendramodi : Thank you UN Secretary - General Ban Ki - moon for the kind words on Bapu amp; India s role in mitigating climate change URL","0"
"177","355","356","It is a sad news Our soldiers are losing their lives without any provocation : Amitabh Bachchan UriAttacks URL","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"178","357","358"," narendramodi Capture Pok as first strike to revenge UriAttack A big blow to China","RT Ra THORe : Science Express - great initiative to spread awareness abt climate change Kudos to RailMinIndia amp; sureshpprabhu ji ! URL","0"
"179","359","360"," PMOIndia OfficeOfRG nawazsharif refused to condemn UriAttack our Nationalists P M hugs him does business URL","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"180","361","362","RT htTweets : The man developed a loathing for politicians wanted more compensation for families of UriAttack victims Pawanht URL","RT narendramodi : Thank you UN Secretary - General Ban Ki - moon for the kind words on Bapu amp; India s role in mitigating climate change URL","0"
"181","363","364","If PakArmy ever decided 2 do surgical strike jst get dm encircled by sum overenthusiastic Gujju doin Garba No chnce of escape UriAttack","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"182","365","366"," narendramodi u talk of making India superpower but u go n beg US n others to punish Pakistan UriAttack","RT etribune : Muslims pray in Paris streets to protest mosque closure URL","0"
"183","367","368","Lawyers protest against Pakistan at Wagah border UriAttack URL","RT narendramodi : I hope this year s theme of Environmental amp; Climate Literacy helps create awareness on protecting nature amp; natural reso","0"
"184","369","370","RT timesofindia : Congress leader Ghulam Nabi Azad remarks comparing deaths of people in queues after currencyban to UriAttack expunged ","RT timesofindia : Paris deal : India committed says narendramodi as BarackObama tweets praise URL URL","0"
